871.12310079,555.35603432
621.54125039,725.25886191
304.77909705,665.70941838
455.00554124,516.04152391
833.08169614,899.15218044
1108.10595204,853.43095596
492.45491818,479.06450529
584.07863921,305.77529235
328.62537563,1056.60893034
789.37570361,400.52001992
405.91158100,142.41149151
985.32844520,485.57121063
428.62576069,856.82605953
-201.57098957,170.45342821
531.50941588,809.42414555
566.99173599,662.86747117
963.97314082,771.75898102
511.43998824,498.77335253
218.40130802,496.94393481
280.11526861,648.81752750
447.77499193,1229.77642631
922.86425152,732.64847652
538.16936243,284.35504243
390.00978852,630.05904889
375.87753152,706.98809383
783.24115492,231.52253502
836.08878637,409.81330631
1472.54184329,256.17723393
851.42084527,550.67470200
684.69131553,769.31264113
557.00241689,829.22725453
730.39880588,629.53609972
424.14546268,741.28704152
802.22674734,614.59440513
406.89072177,556.04704604
473.81378509,500.74238420
788.70455690,807.17229801
408.39683938,632.76142489
863.49398666,407.97851044
941.02851969,698.11608100
399.48637632,578.50091785
621.69349617,423.59062674
661.94474350,517.57825585
310.70577331,413.28238511
418.40079155,496.15460847
384.68615858,743.21207722
93.37809893,310.01770103
133.25740283,679.80677336
1021.10827266,613.12542934
569.61765868,477.43250889
366.04899431,1121.46860694
604.62682308,550.10963955
381.94390114,759.36450379
292.60055035,647.27467916
727.14764513,369.54659345
375.82787954,544.17889223
802.79752683,429.63666285
498.95049825,958.71945116
984.58658834,1037.49961364
551.17920390,569.35506120
593.21806338,868.76663979
488.05869389,818.87015872
956.63660348,159.61148089
481.15841833,732.13660010
452.37271541,845.79957137
456.48562275,504.92101279
452.06118744,764.70175558
641.07858919,336.68530619
510.67897638,293.69754570
507.61599281,435.38232510
521.57756758,673.13736866
383.92316493,500.86006932
564.96582957,1019.16321403
703.71355019,891.60276142
309.61362224,234.19294662
746.08855508,608.69094620
646.67272197,888.22757000
455.38258288,489.63307754
687.17475131,923.62228138
1211.68291762,713.03148564
