8.711231007899999668e+02,5.553560343200000489e+02
6.215412503899999592e+02,7.252588619099999505e+02
3.047790970500000185e+02,6.657094183799999882e+02
4.550055412400000137e+02,5.160415239100000235e+02
8.330816961399999627e+02,8.991521804400000519e+02
1.108105952039999920e+03,8.534309559600000057e+02
4.924549181799999928e+02,4.790645052899999996e+02
5.840786392100000057e+02,3.057752923499999724e+02
3.286253756300000077e+02,1.056608930339999915e+03
7.893757036099999596e+02,4.005200199199999815e+02
4.059115810000000124e+02,1.424114915099999905e+02
9.853284452000000329e+02,4.855712106299999959e+02
4.286257606899999928e+02,8.568260595299999522e+02
-2.015709895699999947e+02,1.704534282099999984e+02
5.315094158800000059e+02,8.094241455500000484e+02
5.669917359900000520e+02,6.628674711700000444e+02
9.639731408200000260e+02,7.717589810199999647e+02
5.114399882399999910e+02,4.987733525300000110e+02
2.184013080199999877e+02,4.969439348099999734e+02
2.801152686099999869e+02,6.488175274999999829e+02
4.477749919299999988e+02,1.229776426310000033e+03
9.228642515200000389e+02,7.326484765200000311e+02
5.381693624299999783e+02,2.843550424300000259e+02
3.900097885199999723e+02,6.300590488899999855e+02
3.758775315199999909e+02,7.069880938300000253e+02
7.832411549199999854e+02,2.315225350199999923e+02
8.360887863699999798e+02,4.098133063099999731e+02
1.472541843290000088e+03,2.561772339299999999e+02
8.514208452699999725e+02,5.506747020000000248e+02
6.846913155299999971e+02,7.693126411299999745e+02
5.570024168899999495e+02,8.292272545299999820e+02
7.303988058800000545e+02,6.295360997200000384e+02
4.241454626799999801e+02,7.412870415200000025e+02
8.022267473399999744e+02,6.145944051300000410e+02
4.068907217700000274e+02,5.560470460400000547e+02
4.738137850900000103e+02,5.007423842000000036e+02
7.887045568999999432e+02,8.071722980099999631e+02
4.083968393800000172e+02,6.327614248899999438e+02
8.634939866600000187e+02,4.079785104399999796e+02
9.410285196900000528e+02,6.981160810000000083e+02
3.994863763199999767e+02,5.785009178499999507e+02
6.216934961700000031e+02,4.235906267400000047e+02
6.619447434999999587e+02,5.175782558500000050e+02
3.107057733099999837e+02,4.132823851100000070e+02
4.184007915500000081e+02,4.961546084700000279e+02
3.846861585799999830e+02,7.432120772199999692e+02
9.337809892999999306e+01,3.100177010300000120e+02
1.332574028299999895e+02,6.798067733599999656e+02
1.021108272660000011e+03,6.131254293399999824e+02
5.696176586799999768e+02,4.774325088900000083e+02
3.660489943100000119e+02,1.121468606939999972e+03
6.046268230800000083e+02,5.501096395499999971e+02
3.819439011399999799e+02,7.593645037899999579e+02
2.926005503499999918e+02,6.472746791600000051e+02
7.271476451300000008e+02,3.695465934499999889e+02
3.758278795400000263e+02,5.441788922299999740e+02
8.027975268300000380e+02,4.296366628499999933e+02
4.989504982500000096e+02,9.587194511599999487e+02
9.845865883400000484e+02,1.037499613640000007e+03
5.511792038999999477e+02,5.693550612000000228e+02
5.932180633799999896e+02,8.687666397899999993e+02
4.880586938899999723e+02,8.188701587199999494e+02
9.566366034799999625e+02,1.596114808899999957e+02
4.811584183300000177e+02,7.321366001000000097e+02
4.523727154100000121e+02,8.457995713699999669e+02
4.564856227500000045e+02,5.049210127900000202e+02
4.520611874400000261e+02,7.647017555800000537e+02
6.410785891900000024e+02,3.366853061900000057e+02
5.106789763799999946e+02,2.936975456999999778e+02
5.076159928100000229e+02,4.353823251000000027e+02
5.215775675800000499e+02,6.731373686599999928e+02
3.839231649299999845e+02,5.008600693199999796e+02
5.649658295699999826e+02,1.019163214029999949e+03
7.037135501899999781e+02,8.916027614199999789e+02
3.096136222399999838e+02,2.341929466199999865e+02
7.460885550799999919e+02,6.086909461999999849e+02
6.466727219699999978e+02,8.882275700000000143e+02
4.553825828799999726e+02,4.896330775399999879e+02
6.871747513100000333e+02,9.236222813800000040e+02
1.211682917619999898e+03,7.130314856400000281e+02
