8.711000000000000227e+02,5.553999999999999773e+02
6.215000000000000000e+02,7.252999999999999545e+02
3.048000000000000114e+02,6.657000000000000455e+02
4.550000000000000000e+02,5.160000000000000000e+02
8.331000000000000227e+02,8.992000000000000455e+02
1.108099999999999909e+03,8.533999999999999773e+02
4.925000000000000000e+02,4.791000000000000227e+02
5.841000000000000227e+02,3.058000000000000114e+02
3.286000000000000227e+02,1.056599999999999909e+03
7.893999999999999773e+02,4.005000000000000000e+02
4.058999999999999773e+02,1.424000000000000057e+02
9.852999999999999545e+02,4.856000000000000227e+02
4.286000000000000227e+02,8.567999999999999545e+02
-2.015999999999999943e+02,1.705000000000000000e+02
5.315000000000000000e+02,8.093999999999999773e+02
5.670000000000000000e+02,6.628999999999999773e+02
9.640000000000000000e+02,7.717999999999999545e+02
5.113999999999999773e+02,4.988000000000000114e+02
2.184000000000000057e+02,4.968999999999999773e+02
2.801000000000000227e+02,6.487999999999999545e+02
4.478000000000000114e+02,1.229799999999999955e+03
9.228999999999999773e+02,7.326000000000000227e+02
5.382000000000000455e+02,2.843999999999999773e+02
3.900000000000000000e+02,6.301000000000000227e+02
3.758999999999999773e+02,7.070000000000000000e+02
7.832000000000000455e+02,2.315000000000000000e+02
8.361000000000000227e+02,4.098000000000000114e+02
1.472500000000000000e+03,2.561999999999999886e+02
8.513999999999999773e+02,5.507000000000000455e+02
6.847000000000000455e+02,7.692999999999999545e+02
5.570000000000000000e+02,8.292000000000000455e+02
7.303999999999999773e+02,6.295000000000000000e+02
4.241000000000000227e+02,7.412999999999999545e+02
8.022000000000000455e+02,6.146000000000000227e+02
4.068999999999999773e+02,5.560000000000000000e+02
4.738000000000000114e+02,5.006999999999999886e+02
7.887000000000000455e+02,8.072000000000000455e+02
4.083999999999999773e+02,6.327999999999999545e+02
8.635000000000000000e+02,4.080000000000000000e+02
9.410000000000000000e+02,6.981000000000000227e+02
3.995000000000000000e+02,5.785000000000000000e+02
6.217000000000000455e+02,4.236000000000000227e+02
6.618999999999999773e+02,5.176000000000000227e+02
3.106999999999999886e+02,4.133000000000000114e+02
4.183999999999999773e+02,4.961999999999999886e+02
3.846999999999999886e+02,7.432000000000000455e+02
9.340000000000000568e+01,3.100000000000000000e+02
1.333000000000000114e+02,6.797999999999999545e+02
1.021100000000000023e+03,6.131000000000000227e+02
5.696000000000000227e+02,4.773999999999999773e+02
3.660000000000000000e+02,1.121500000000000000e+03
6.046000000000000227e+02,5.501000000000000227e+02
3.818999999999999773e+02,7.593999999999999773e+02
2.926000000000000227e+02,6.472999999999999545e+02
7.271000000000000227e+02,3.695000000000000000e+02
3.758000000000000114e+02,5.442000000000000455e+02
8.027999999999999545e+02,4.296000000000000227e+02
4.990000000000000000e+02,9.587000000000000455e+02
9.846000000000000227e+02,1.037500000000000000e+03
5.512000000000000455e+02,5.693999999999999773e+02
5.932000000000000455e+02,8.687999999999999545e+02
4.881000000000000227e+02,8.188999999999999773e+02
9.566000000000000227e+02,1.595999999999999943e+02
4.811999999999999886e+02,7.321000000000000227e+02
4.523999999999999773e+02,8.457999999999999545e+02
4.565000000000000000e+02,5.048999999999999773e+02
4.521000000000000227e+02,7.647000000000000455e+02
6.411000000000000227e+02,3.366999999999999886e+02
5.106999999999999886e+02,2.936999999999999886e+02
5.076000000000000227e+02,4.353999999999999773e+02
5.216000000000000227e+02,6.731000000000000227e+02
3.838999999999999773e+02,5.008999999999999773e+02
5.650000000000000000e+02,1.019200000000000045e+03
7.037000000000000455e+02,8.916000000000000227e+02
3.096000000000000227e+02,2.341999999999999886e+02
7.461000000000000227e+02,6.087000000000000455e+02
6.467000000000000455e+02,8.882000000000000455e+02
4.553999999999999773e+02,4.896000000000000227e+02
6.872000000000000455e+02,9.236000000000000227e+02
1.211700000000000045e+03,7.130000000000000000e+02
