20.0001	1077.0000
20.0206	1090.0000
20.0411	1009.0000
20.0615	1020.0000
20.0820	1093.0000
20.1025	1088.0000
20.1230	1073.0000
20.1435	1071.0000
20.1639	1081.0000
20.1844	1040.0000
20.2049	1029.0000
20.2254	1019.0000
20.2459	1093.0000
20.2663	1071.0000
20.2868	1069.0000
20.3073	1101.0000
20.3278	1064.0000
20.3483	1058.0000
20.3688	1073.0000
20.3892	1134.0000
20.4097	1103.0000
20.4302	1104.0000
20.4507	1121.0000
20.4712	1078.0000
20.4916	1093.0000
20.5121	1105.0000
20.5326	1017.0000
20.5531	1102.0000
20.5736	1140.0000
20.5940	1080.0000
20.6145	1062.0000
20.6350	1129.0000
20.6555	1154.0000
20.6760	1106.0000
20.6964	1103.0000
20.7169	1165.0000
20.7374	1078.0000
20.7579	1125.0000
20.7784	1106.0000
20.7988	1156.0000
20.8193	1073.0000
20.8398	1174.0000
20.8603	1130.0000
20.8808	1168.0000
20.9012	1162.0000
20.9217	1176.0000
20.9422	1178.0000
20.9627	1162.0000
20.9832	1156.0000
21.0037	1119.0000
21.0241	1135.0000
21.0446	1138.0000
21.0651	1236.0000
21.0856	1168.0000
21.1061	1178.0000
21.1265	1202.0000
21.1470	1206.0000
21.1675	1186.0000
21.1880	1187.0000
21.2085	1112.0000
21.2289	1226.0000
21.2494	1103.0000
21.2699	1242.0000
21.2904	1190.0000
21.3109	1209.0000
21.3313	1212.0000
21.3518	1236.0000
21.3723	1157.0000
21.3928	1193.0000
21.4133	1235.0000
21.4337	1217.0000
21.4542	1266.0000
21.4747	1265.0000
21.4952	1248.0000
21.5157	1203.0000
21.5362	1228.0000
21.5566	1224.0000
21.5771	1328.0000
21.5976	1274.0000
21.6181	1204.0000
21.6386	1229.0000
21.6590	1283.0000
21.6795	1260.0000
21.7000	1263.0000
21.7205	1273.0000
21.7410	1271.0000
21.7614	1299.0000
21.7819	1295.0000
21.8024	1272.0000
21.8229	1315.0000
21.8434	1267.0000
21.8638	1285.0000
21.8843	1233.0000
21.9048	1300.0000
21.9253	1243.0000
21.9458	1275.0000
21.9662	1275.0000
21.9867	1301.0000
22.0072	1276.0000
22.0277	1345.0000
22.0482	1301.0000
22.0686	1255.0000
22.0891	1332.0000
22.1096	1323.0000
22.1301	1313.0000
22.1506	1306.0000
22.1711	1382.0000
22.1915	1300.0000
22.2120	1378.0000
22.2325	1332.0000
22.2530	1319.0000
22.2735	1402.0000
22.2939	1368.0000
22.3144	1328.0000
22.3349	1321.0000
22.3554	1331.0000
22.3759	1415.0000
22.3963	1368.0000
22.4168	1363.0000
22.4373	1383.0000
22.4578	1380.0000
22.4783	1411.0000
22.4987	1342.0000
22.5192	1409.0000
22.5397	1392.0000
22.5602	1351.0000
22.5807	1382.0000
22.6011	1384.0000
22.6216	1430.0000
22.6421	1361.0000
22.6626	1339.0000
22.6831	1371.0000
22.7035	1371.0000
22.7240	1329.0000
22.7445	1332.0000
22.7650	1413.0000
22.7855	1413.0000
22.8060	1445.0000
22.8264	1395.0000
22.8469	1330.0000
22.8674	1389.0000
22.8879	1433.0000
22.9084	1447.0000
22.9288	1361.0000
22.9493	1374.0000
22.9698	1362.0000
22.9903	1394.0000
23.0108	1375.0000
23.0312	1349.0000
23.0517	1353.0000
23.0722	1433.0000
23.0927	1434.0000
23.1132	1385.0000
23.1336	1421.0000
23.1541	1343.0000
23.1746	1401.0000
23.1951	1324.0000
23.2156	1418.0000
23.2360	1438.0000
23.2565	1340.0000
23.2770	1371.0000
23.2975	1411.0000
23.3180	1346.0000
23.3385	1411.0000
23.3589	1350.0000
23.3794	1398.0000
23.3999	1320.0000
23.4204	1273.0000
23.4409	1356.0000
23.4613	1377.0000
23.4818	1352.0000
23.5023	1356.0000
23.5228	1356.0000
23.5433	1340.0000
23.5637	1330.0000
23.5842	1309.0000
23.6047	1332.0000
23.6252	1290.0000
23.6457	1288.0000
23.6661	1301.0000
23.6866	1309.0000
23.7071	1356.0000
23.7276	1368.0000
23.7481	1344.0000
23.7685	1339.0000
23.7890	1297.0000
23.8095	1279.0000
23.8300	1295.0000
23.8505	1294.0000
23.8709	1352.0000
23.8914	1312.0000
23.9119	1230.0000
23.9324	1299.0000
23.9529	1329.0000
23.9734	1266.0000
23.9938	1259.0000
24.0143	1270.0000
24.0348	1284.0000
24.0553	1308.0000
24.0758	1280.0000
24.0962	1290.0000
24.1167	1299.0000
24.1372	1265.0000
24.1577	1207.0000
24.1782	1203.0000
24.1986	1269.0000
24.2191	1299.0000
24.2396	1211.0000
24.2601	1269.0000
24.2806	1322.0000
24.3010	1241.0000
