20.0001	1120.0000
20.0206	1075.0000
20.0411	1078.0000
20.0615	1102.0000
20.0820	1054.0000
20.1025	1104.0000
20.1230	1070.0000
20.1435	1093.0000
20.1639	1107.0000
20.1844	1124.0000
20.2049	1071.0000
20.2254	1019.0000
20.2459	1079.0000
20.2663	1060.0000
20.2868	1074.0000
20.3073	1085.0000
20.3278	1052.0000
20.3483	1159.0000
20.3688	1141.0000
20.3892	1091.0000
20.4097	1094.0000
20.4302	1105.0000
20.4507	1112.0000
20.4712	1109.0000
20.4916	1122.0000
20.5121	1064.0000
20.5326	1137.0000
20.5531	1161.0000
20.5736	1206.0000
20.5940	1080.0000
20.6145	1099.0000
20.6350	1163.0000
20.6555	1168.0000
20.6760	1119.0000
20.6964	1231.0000
20.7169	1115.0000
20.7374	1100.0000
20.7579	1137.0000
20.7784	1221.0000
20.7988	1060.0000
20.8193	1142.0000
20.8398	1182.0000
20.8603	1189.0000
20.8808	1174.0000
20.9012	1203.0000
20.9217	1239.0000
20.9422	1191.0000
20.9627	1106.0000
20.9832	1125.0000
21.0037	1149.0000
21.0241	1177.0000
21.0446	1193.0000
21.0651	1227.0000
21.0856	1210.0000
21.1061	1203.0000
21.1265	1231.0000
21.1470	1191.0000
21.1675	1166.0000
21.1880	1265.0000
21.2085	1235.0000
21.2289	1231.0000
21.2494	1275.0000
21.2699	1195.0000
21.2904	1232.0000
21.3109	1264.0000
21.3313	1279.0000
21.3518	1268.0000
21.3723	1233.0000
21.3928	1241.0000
21.4133	1201.0000
21.4337	1225.0000
21.4542	1255.0000
21.4747	1228.0000
21.4952	1269.0000
21.5157	1254.0000
21.5362	1281.0000
21.5566	1310.0000
21.5771	1249.0000
21.5976	1259.0000
21.6181	1237.0000
21.6386	1255.0000
21.6590	1248.0000
21.6795	1353.0000
21.7000	1366.0000
21.7205	1356.0000
21.7410	1236.0000
21.7614	1320.0000
21.7819	1291.0000
21.8024	1284.0000
21.8229	1279.0000
21.8434	1255.0000
21.8638	1396.0000
21.8843	1329.0000
21.9048	1279.0000
